custom_id,entity_kind,entity_id,treatment_name,round_number,num_active_players,total_contribution,total_contribution_rate,total_round_payoff,round_normalized_efficiency,within_round_contribution_rate_var,message_count,has_chat
trajectory_completion_compact__VALIDATION_2_T__ezsSJMtgmXMt3CTta__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__ezsSJMtgmXMt3CTta__k0__rep1,VALIDATION_2_T,7,4,49,0.6125,131.0,0.5902777777777778,0.01921875,0,0
trajectory_completion_compact__VALIDATION_2_T__XqscHH6F8eWZJM5Az__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__XqscHH6F8eWZJM5Az__k0__rep1,VALIDATION_2_T,7,4,55,0.6875,141.0,0.7060185185185185,0.012968750000000001,0,0
trajectory_completion_compact__VALIDATION_2_T__2gfGWhbozeGdJFuXg__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__2gfGWhbozeGdJFuXg__k0__rep1,VALIDATION_2_T,7,4,53,0.6625,139.0,0.6828703703703703,0.014218750000000006,0,0
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep1,VALIDATION_2_T,8,4,43,0.5375,117.0,0.4282407407407407,0.02171875,0,0
trajectory_completion_compact__VALIDATION_2_T__WxHesP9kqtYXogDbi__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__WxHesP9kqtYXogDbi__k0__rep1,VALIDATION_2_T,8,4,44,0.55,120.0,0.4629629629629629,0.07625000000000001,0,0
trajectory_completion_compact__VALIDATION_2_T__2TDnnb4wn9rwy3CYZ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__2TDnnb4wn9rwy3CYZ__k0__rep1,VALIDATION_2_T,8,4,44,0.55,124.0,0.5092592592592592,0.007499999999999996,0,0
trajectory_completion_compact__VALIDATION_2_T__txwAXk9WTDjLsuzDT__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__txwAXk9WTDjLsuzDT__k0__rep1,VALIDATION_2_T,8,4,23,0.2875,101.0,0.24305555555555555,0.027968750000000004,0,0
trajectory_completion_compact__VALIDATION_2_T__MPJPiSumwWJfssC9c__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__MPJPiSumwWJfssC9c__k0__rep1,VALIDATION_2_T,8,4,59,0.7375,145.0,0.7523148148148148,0.0004687500000000008,0,0
trajectory_completion_compact__VALIDATION_2_T__KRut4hewrYHiMpHuc__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__KRut4hewrYHiMpHuc__k0__rep1,VALIDATION_2_T,8,4,29,0.3625,107.0,0.3125,0.009218750000000001,0,0
trajectory_completion_compact__VALIDATION_2_T__8XtcNG6WNCrzvWCq6__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__8XtcNG6WNCrzvWCq6__k0__rep1,VALIDATION_2_T,8,4,57,0.7125,143.0,0.7291666666666666,0.005468750000000004,0,0
trajectory_completion_compact__VALIDATION_2_T__KaWAn4fbzhhqL9sWm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__KaWAn4fbzhhqL9sWm__k0__rep1,VALIDATION_2_T,8,4,68,0.85,152.0,0.8333333333333333,0.006249999999999998,0,0
trajectory_completion_compact__VALIDATION_2_T__ezsSJMtgmXMt3CTta__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__ezsSJMtgmXMt3CTta__k0__rep1,VALIDATION_2_T,8,4,52,0.65,136.0,0.6481481481481481,0.00875,0,0
trajectory_completion_compact__VALIDATION_2_T__XqscHH6F8eWZJM5Az__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__XqscHH6F8eWZJM5Az__k0__rep1,VALIDATION_2_T,8,4,62,0.775,146.0,0.7638888888888888,0.0006250000000000011,0,0
trajectory_completion_compact__VALIDATION_2_T__2gfGWhbozeGdJFuXg__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__2gfGWhbozeGdJFuXg__k0__rep1,VALIDATION_2_T,8,4,40,0.5,120.0,0.4629629629629629,0.019999999999999997,0,0
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep1,VALIDATION_2_T,9,4,51,0.6375,137.0,0.6597222222222222,0.0017187499999999998,0,0
trajectory_completion_compact__VALIDATION_2_T__WxHesP9kqtYXogDbi__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__WxHesP9kqtYXogDbi__k0__rep1,VALIDATION_2_T,9,4,52,0.65,136.0,0.6481481481481481,0.02375,0,0
trajectory_completion_compact__VALIDATION_2_T__2TDnnb4wn9rwy3CYZ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__2TDnnb4wn9rwy3CYZ__k0__rep1,VALIDATION_2_T,9,4,56,0.7,140.0,0.6944444444444444,0.013750000000000002,0,0
trajectory_completion_compact__VALIDATION_2_T__txwAXk9WTDjLsuzDT__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__txwAXk9WTDjLsuzDT__k0__rep1,VALIDATION_2_T,9,4,18,0.225,98.0,0.20833333333333331,0.021875000000000002,0,0
trajectory_completion_compact__VALIDATION_2_T__MPJPiSumwWJfssC9c__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__MPJPiSumwWJfssC9c__k0__rep1,VALIDATION_2_T,9,4,61,0.7625,147.0,0.7754629629629629,0.004218750000000003,0,0
trajectory_completion_compact__VALIDATION_2_T__KRut4hewrYHiMpHuc__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__KRut4hewrYHiMpHuc__k0__rep1,VALIDATION_2_T,9,4,46,0.575,130.0,0.5787037037037037,0.010624999999999997,0,0
trajectory_completion_compact__VALIDATION_2_T__8XtcNG6WNCrzvWCq6__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__8XtcNG6WNCrzvWCq6__k0__rep1,VALIDATION_2_T,9,4,49,0.6125,127.0,0.5439814814814814,0.03546875000000001,0,0
trajectory_completion_compact__VALIDATION_2_T__KaWAn4fbzhhqL9sWm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__KaWAn4fbzhhqL9sWm__k0__rep1,VALIDATION_2_T,9,4,72,0.9,156.0,0.8796296296296295,0.0049999999999999975,0,0
trajectory_completion_compact__VALIDATION_2_T__ezsSJMtgmXMt3CTta__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__ezsSJMtgmXMt3CTta__k0__rep1,VALIDATION_2_T,9,4,45,0.5625,123.0,0.4976851851851852,0.01796875,0,0
trajectory_completion_compact__VALIDATION_2_T__XqscHH6F8eWZJM5Az__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__XqscHH6F8eWZJM5Az__k0__rep1,VALIDATION_2_T,9,4,55,0.6875,133.0,0.6134259259259259,0.02796875,0,0
trajectory_completion_compact__VALIDATION_2_T__2gfGWhbozeGdJFuXg__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__2gfGWhbozeGdJFuXg__k0__rep1,VALIDATION_2_T,9,4,52,0.65,136.0,0.6481481481481481,0.027500000000000004,0,0
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep1,VALIDATION_2_T,10,4,31,0.3875,113.0,0.3819444444444444,0.0054687500000000005,0,0
trajectory_completion_compact__VALIDATION_2_T__WxHesP9kqtYXogDbi__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__WxHesP9kqtYXogDbi__k0__rep1,VALIDATION_2_T,10,4,38,0.475,122.0,0.4861111111111111,0.018125000000000002,0,0
trajectory_completion_compact__VALIDATION_2_T__2TDnnb4wn9rwy3CYZ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__2TDnnb4wn9rwy3CYZ__k0__rep1,VALIDATION_2_T,10,4,61,0.7625,147.0,0.7754629629629629,0.009218750000000003,0,0
trajectory_completion_compact__VALIDATION_2_T__txwAXk9WTDjLsuzDT__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__txwAXk9WTDjLsuzDT__k0__rep1,VALIDATION_2_T,10,4,8,0.1,88.0,0.09259259259259259,0.015,0,0
trajectory_completion_compact__VALIDATION_2_T__MPJPiSumwWJfssC9c__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__MPJPiSumwWJfssC9c__k0__rep1,VALIDATION_2_T,10,4,36,0.45,120.0,0.4629629629629629,0.012499999999999999,0,0
trajectory_completion_compact__VALIDATION_2_T__KRut4hewrYHiMpHuc__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__KRut4hewrYHiMpHuc__k0__rep1,VALIDATION_2_T,10,4,7,0.0875,89.0,0.10416666666666666,0.0054687500000000005,0,0
trajectory_completion_compact__VALIDATION_2_T__8XtcNG6WNCrzvWCq6__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__8XtcNG6WNCrzvWCq6__k0__rep1,VALIDATION_2_T,10,4,28,0.35,104.0,0.27777777777777773,0.042499999999999996,0,0
trajectory_completion_compact__VALIDATION_2_T__KaWAn4fbzhhqL9sWm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__KaWAn4fbzhhqL9sWm__k0__rep1,VALIDATION_2_T,10,4,62,0.775,146.0,0.7638888888888888,0.076875,0,0
trajectory_completion_compact__VALIDATION_2_T__ezsSJMtgmXMt3CTta__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__ezsSJMtgmXMt3CTta__k0__rep1,VALIDATION_2_T,10,4,34,0.425,118.0,0.43981481481481477,0.061874999999999986,0,0
trajectory_completion_compact__VALIDATION_2_T__XqscHH6F8eWZJM5Az__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__XqscHH6F8eWZJM5Az__k0__rep1,VALIDATION_2_T,10,4,30,0.375,114.0,0.3935185185185185,0.051875,0,0
trajectory_completion_compact__VALIDATION_2_T__2gfGWhbozeGdJFuXg__k0__rep1,generated,trajectory_completion_compact__VALIDATION_2_T__2gfGWhbozeGdJFuXg__k0__rep1,VALIDATION_2_T,10,4,38,0.475,118.0,0.43981481481481477,0.04687500000000001,0,0
trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,VALIDATION_3_C,1,6,56,0.4666666666666667,272.0,0.45563549160671457,0.009722222222222222,3,1
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,VALIDATION_3_C,1,6,65,0.5416666666666666,298.0,0.5335731414868106,0.025347222222222215,3,1
trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,VALIDATION_3_C,1,6,70,0.5833333333333334,311.0,0.5725419664268585,0.06472222222222222,3,1
trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,VALIDATION_3_C,1,6,56,0.4666666666666667,270.0,0.44964028776978415,0.018888888888888882,4,1
trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,VALIDATION_3_C,1,6,68,0.5666666666666667,308.0,0.5635491606714628,0.10972222222222222,3,1
trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,VALIDATION_3_C,1,6,74,0.6166666666666667,325.0,0.6145083932853717,0.01222222222222222,3,1
trajectory_completion_compact__VALIDATION_3_C__aCwABuHs4X2RsQjPQ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__aCwABuHs4X2RsQjPQ__k0__rep1,VALIDATION_3_C,1,6,54,0.45,267.0,0.44064748201438847,0.08833333333333333,3,1
trajectory_completion_compact__VALIDATION_3_C__7ywewvEuctuz4Rq8j__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__7ywewvEuctuz4Rq8j__k0__rep1,VALIDATION_3_C,1,6,78,0.65,334.0,0.6414868105515588,0.05833333333333334,3,1
trajectory_completion_compact__VALIDATION_3_C__79XdcpxMwu5Lprr32__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__79XdcpxMwu5Lprr32__k0__rep1,VALIDATION_3_C,1,6,59,0.49166666666666664,281.0,0.4826139088729016,0.049513888888888885,3,1
trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,VALIDATION_3_C,2,6,59,0.49166666666666664,281.0,0.4826139088729016,0.022847222222222224,2,1
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,VALIDATION_3_C,2,6,55,0.4583333333333333,273.0,0.45863309352517984,0.025347222222222215,2,1
trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,VALIDATION_3_C,2,6,75,0.625,324.0,0.6115107913669064,0.03895833333333334,3,1
trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,VALIDATION_3_C,2,6,61,0.5083333333333333,284.0,0.4916067146282973,0.032013888888888876,3,1
trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,VALIDATION_3_C,2,6,72,0.6,315.0,0.5845323741007193,0.11,3,1
trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,VALIDATION_3_C,2,6,73,0.6083333333333333,320.0,0.5995203836930455,0.021180555555555553,3,1
trajectory_completion_compact__VALIDATION_3_C__aCwABuHs4X2RsQjPQ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__aCwABuHs4X2RsQjPQ__k0__rep1,VALIDATION_3_C,2,6,56,0.4666666666666667,272.0,0.45563549160671457,0.0838888888888889,1,1
trajectory_completion_compact__VALIDATION_3_C__7ywewvEuctuz4Rq8j__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__7ywewvEuctuz4Rq8j__k0__rep1,VALIDATION_3_C,2,6,75,0.625,325.0,0.6145083932853717,0.04229166666666665,1,1
trajectory_completion_compact__VALIDATION_3_C__79XdcpxMwu5Lprr32__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__79XdcpxMwu5Lprr32__k0__rep1,VALIDATION_3_C,2,6,62,0.5166666666666667,289.0,0.5065947242206235,0.03305555555555555,3,1
trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,VALIDATION_3_C,3,6,56,0.4666666666666667,274.0,0.46163069544364504,0.028888888888888895,1,1
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,VALIDATION_3_C,3,6,47,0.39166666666666666,251.0,0.3926858513189448,0.02451388888888889,1,1
trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,VALIDATION_3_C,3,6,76,0.6333333333333333,329.0,0.6264988009592326,0.03305555555555555,1,1
trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,VALIDATION_3_C,3,6,63,0.525,297.0,0.5305755395683452,0.036458333333333336,0,0
trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,VALIDATION_3_C,3,6,75,0.625,324.0,0.6115107913669064,0.123125,3,1
trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,VALIDATION_3_C,3,6,77,0.6416666666666667,334.0,0.6414868105515588,0.01951388888888889,1,1
trajectory_completion_compact__VALIDATION_3_C__aCwABuHs4X2RsQjPQ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__aCwABuHs4X2RsQjPQ__k0__rep1,VALIDATION_3_C,3,6,57,0.475,278.0,0.47362110311750594,0.05395833333333333,1,1
trajectory_completion_compact__VALIDATION_3_C__7ywewvEuctuz4Rq8j__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__7ywewvEuctuz4Rq8j__k0__rep1,VALIDATION_3_C,3,6,68,0.5666666666666667,308.0,0.5635491606714628,0.04972222222222223,1,1
trajectory_completion_compact__VALIDATION_3_C__79XdcpxMwu5Lprr32__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__79XdcpxMwu5Lprr32__k0__rep1,VALIDATION_3_C,3,6,67,0.5583333333333333,303.0,0.5485611510791366,0.014513888888888887,1,1
trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,VALIDATION_3_C,4,6,55,0.4583333333333333,274.0,0.46163069544364504,0.03701388888888888,2,1
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,VALIDATION_3_C,4,6,39,0.325,229.0,0.3267386091127098,0.022291666666666664,0,0
trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,VALIDATION_3_C,4,6,67,0.5583333333333333,303.0,0.5485611510791366,0.07868055555555555,2,1
trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,VALIDATION_3_C,4,6,61,0.5083333333333333,287.0,0.500599520383693,0.028680555555555546,1,1
trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,VALIDATION_3_C,4,6,69,0.575,309.0,0.566546762589928,0.14479166666666668,1,1
trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,VALIDATION_3_C,4,6,73,0.6083333333333333,321.0,0.6025179856115107,0.007847222222222224,1,1
trajectory_completion_compact__VALIDATION_3_C__aCwABuHs4X2RsQjPQ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__aCwABuHs4X2RsQjPQ__k0__rep1,VALIDATION_3_C,4,6,57,0.475,277.0,0.47062350119904073,0.09312500000000001,1,1
trajectory_completion_compact__VALIDATION_3_C__7ywewvEuctuz4Rq8j__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__7ywewvEuctuz4Rq8j__k0__rep1,VALIDATION_3_C,4,6,60,0.5,286.0,0.4976019184652278,0.04750000000000001,1,1
trajectory_completion_compact__VALIDATION_3_C__79XdcpxMwu5Lprr32__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__79XdcpxMwu5Lprr32__k0__rep1,VALIDATION_3_C,4,6,71,0.5916666666666667,316.0,0.5875299760191847,0.013680555555555552,2,1
trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,VALIDATION_3_C,5,6,59,0.49166666666666664,283.0,0.4886091127098321,0.02951388888888889,1,1
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,VALIDATION_3_C,5,6,45,0.375,241.0,0.36270983213429253,0.012291666666666668,1,1
trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,VALIDATION_3_C,5,6,61,0.5083333333333333,285.0,0.49460431654676257,0.05868055555555556,1,1
trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,VALIDATION_3_C,5,6,69,0.575,305.0,0.5545563549160671,0.027291666666666662,3,1
trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,VALIDATION_3_C,5,6,83,0.6916666666666667,346.0,0.6774580335731415,0.0878472222222222,2,1
trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,VALIDATION_3_C,5,6,58,0.48333333333333334,281.0,0.4826139088729016,0.0638888888888889,2,1
trajectory_completion_compact__VALIDATION_3_C__aCwABuHs4X2RsQjPQ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__aCwABuHs4X2RsQjPQ__k0__rep1,VALIDATION_3_C,5,6,52,0.43333333333333335,265.0,0.434652278177458,0.0938888888888889,1,1
trajectory_completion_compact__VALIDATION_3_C__7ywewvEuctuz4Rq8j__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__7ywewvEuctuz4Rq8j__k0__rep1,VALIDATION_3_C,5,6,59,0.49166666666666664,281.0,0.4826139088729016,0.05201388888888889,0,0
trajectory_completion_compact__VALIDATION_3_C__79XdcpxMwu5Lprr32__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__79XdcpxMwu5Lprr32__k0__rep1,VALIDATION_3_C,5,6,64,0.5333333333333333,294.0,0.5215827338129496,0.030555555555555558,2,1
trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,VALIDATION_3_C,6,6,66,0.55,305.0,0.5545563549160671,0.027500000000000007,1,1
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,VALIDATION_3_C,6,6,30,0.25,202.0,0.24580335731414865,0.024999999999999998,1,1
trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,VALIDATION_3_C,6,6,75,0.625,323.0,0.6085131894484412,0.04479166666666665,1,1
trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,VALIDATION_3_C,6,6,73,0.6083333333333333,323.0,0.6085131894484412,0.022847222222222217,0,0
trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,VALIDATION_3_C,6,6,87,0.725,361.0,0.7224220623501199,0.065625,2,1
trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,VALIDATION_3_C,6,6,53,0.44166666666666665,264.0,0.4316546762589928,0.03451388888888889,2,1
trajectory_completion_compact__VALIDATION_3_C__aCwABuHs4X2RsQjPQ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__aCwABuHs4X2RsQjPQ__k0__rep1,VALIDATION_3_C,6,6,56,0.4666666666666667,273.0,0.45863309352517984,0.0963888888888889,0,0
trajectory_completion_compact__VALIDATION_3_C__7ywewvEuctuz4Rq8j__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__7ywewvEuctuz4Rq8j__k0__rep1,VALIDATION_3_C,6,6,50,0.4166666666666667,260.0,0.41966426858513184,0.03805555555555556,0,0
trajectory_completion_compact__VALIDATION_3_C__79XdcpxMwu5Lprr32__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__79XdcpxMwu5Lprr32__k0__rep1,VALIDATION_3_C,6,6,69,0.575,307.0,0.5605515587529976,0.022291666666666668,1,1
trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__vmFLypg96ABkbXMfZ__k0__rep1,VALIDATION_3_C,7,6,72,0.6,318.0,0.5935251798561151,0.0275,1,1
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,VALIDATION_3_C,7,6,25,0.20833333333333334,190.0,0.20983213429256592,0.021180555555555553,1,1
trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__n54FzkWNqLZxLv2BS__k0__rep1,VALIDATION_3_C,7,6,65,0.5416666666666666,300.0,0.539568345323741,0.07534722222222222,1,1
trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__kKTDmWLcdt9dYZdJe__k0__rep1,VALIDATION_3_C,7,6,76,0.6333333333333333,332.0,0.6354916067146282,0.024722222222222225,0,0
trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__urf8ouXom7YTA2ASn__k0__rep1,VALIDATION_3_C,7,6,73,0.6083333333333333,321.0,0.6025179856115107,0.12534722222222222,1,1
trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_3_C__4hDDkjrDWqkXQRsrK__k0__rep1,VALIDATION_3_C,7,6,65,0.5416666666666666,299.0,0.5365707434052758,0.03118055555555556,2,1
