question_ref,question_id,block_name,question_type,family,csv_columns_json,n_csv_columns,profile_section,profile_subsection,retention_mode,derived_targets,readable_card_priority,question_text_short,notes
Product Preferences - Pricing::QID9_18,QID9_18,Product Preferences - Pricing,MC,pricing,"[""QID9_18""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Baby Milk and Milk Flavoring. Suppose you are in a grocery store, and you see the following product in that category: Horizon Organi","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_19,QID9_19,Product Preferences - Pricing,MC,pricing,"[""QID9_19""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Ground and Whole Bean Coffee. Suppose you are in a grocery store, and you see the following product in that category: Folgers Classi","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_2,QID9_2,Product Preferences - Pricing,MC,pricing,"[""QID9_2""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Pain Remedies - Headache. Suppose you are in a grocery store, and you see the following product in that category: Tylenol Extra Stre","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_20,QID9_20,Product Preferences - Pricing,MC,pricing,"[""QID9_20""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Frozen Foods. Suppose you are in a grocery store, and you see the following product in that category: Great Value All Natural Chicke","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_21,QID9_21,Product Preferences - Pricing,MC,pricing,"[""QID9_21""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Yogurt - Refrigerated. Suppose you are in a grocery store, and you see the following product in that category: Chobani Non-Fat Greek","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_22,QID9_22,Product Preferences - Pricing,MC,pricing,"[""QID9_22""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Dairy - Milk - Refrigerated. Suppose you are in a grocery store, and you see the following product in that category: Great Value Mil","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_23,QID9_23,Product Preferences - Pricing,MC,pricing,"[""QID9_23""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Soft Drinks - Low Calorie. Suppose you are in a grocery store, and you see the following product in that category: Coca-Cola Zero Su","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_24,QID9_24,Product Preferences - Pricing,MC,pricing,"[""QID9_24""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Paper Towels. Suppose you are in a grocery store, and you see the following product in that category: Bounty Select-a-Size Paper Tow","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_25,QID9_25,Product Preferences - Pricing,MC,pricing,"[""QID9_25""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Candy - Non-Chocolate. Suppose you are in a grocery store, and you see the following product in that category: HARIBO Goldbears Orig","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_26,QID9_26,Product Preferences - Pricing,MC,pricing,"[""QID9_26""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Bakery - Fresh Cakes. Suppose you are in a grocery store, and you see the following product in that category: Little Debbie Zebra Ca","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_27,QID9_27,Product Preferences - Pricing,MC,pricing,"[""QID9_27""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Fruit Drinks. Suppose you are in a grocery store, and you see the following product in that category: Kool Aid Jammers Variety Pack ","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_28,QID9_28,Product Preferences - Pricing,MC,pricing,"[""QID9_28""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Snacks - Tortilla Chips. Suppose you are in a grocery store, and you see the following product in that category: Doritos Nacho Chees","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_29,QID9_29,Product Preferences - Pricing,MC,pricing,"[""QID9_29""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Refrigerated Bacon. Suppose you are in a grocery store, and you see the following product in that category: Oscar Mayer Fully Cooked","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_3,QID9_3,Product Preferences - Pricing,MC,pricing,"[""QID9_3""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Cat Food - Wet Type. Suppose you are in a grocery store, and you see the following product in that category: Purina Fancy Feast Chic","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_30,QID9_30,Product Preferences - Pricing,MC,pricing,"[""QID9_30""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Soup. Suppose you are in a grocery store, and you see the following product in that category: Maruchan Ramen Noodle Chicken Flavor S","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_31,QID9_31,Product Preferences - Pricing,MC,pricing,"[""QID9_31""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Light Beer (Low Calorie/Alcohol). Suppose you are in a grocery store, and you see the following product in that category: Bud Light ","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_32,QID9_32,Product Preferences - Pricing,MC,pricing,"[""QID9_32""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Candy - Chocolate. Suppose you are in a grocery store, and you see the following product in that category: Hershey's Milk Chocolate ","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_33,QID9_33,Product Preferences - Pricing,MC,pricing,"[""QID9_33""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Batteries. Suppose you are in a grocery store, and you see the following product in that category: Duracell Coppertop AA Battery, Lo","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_34,QID9_34,Product Preferences - Pricing,MC,pricing,"[""QID9_34""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Fresh Eggs. Suppose you are in a grocery store, and you see the following product in that category: Eggland's Best Classic Extra Lar","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_35,QID9_35,Product Preferences - Pricing,MC,pricing,"[""QID9_35""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Fruit Juice. Suppose you are in a grocery store, and you see the following product in that category: Capri Sun Variety Pack with Fru","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_36,QID9_36,Product Preferences - Pricing,MC,pricing,"[""QID9_36""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Cold Remedies - Adult. Suppose you are in a grocery store, and you see the following product in that category: Equate Value Size Hon","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_37,QID9_37,Product Preferences - Pricing,MC,pricing,"[""QID9_37""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Cookies. Suppose you are in a grocery store, and you see the following product in that category: Little Debbie Oatmeal Creme Pies, 1","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_38,QID9_38,Product Preferences - Pricing,MC,pricing,"[""QID9_38""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Frankfurters - Refrigerated. Suppose you are in a grocery store, and you see the following product in that category: Oscar Mayer Cla","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_39,QID9_39,Product Preferences - Pricing,MC,pricing,"[""QID9_39""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Ice Cream. Suppose you are in a grocery store, and you see the following product in that category: Haagen Dazs Coffee Ice Cream, Glu","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_4,QID9_4,Product Preferences - Pricing,MC,pricing,"[""QID9_4""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Frozen Italian Entrees. Suppose you are in a grocery store, and you see the following product in that category: Smart Ones Three Che","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_40,QID9_40,Product Preferences - Pricing,MC,pricing,"[""QID9_40""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Detergents - Heavy Duty - Liquid. Suppose you are in a grocery store, and you see the following product in that category: Purex Liqu","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_5,QID9_5,Product Preferences - Pricing,MC,pricing,"[""QID9_5""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Refrigerated Deli Meats. Suppose you are in a grocery store, and you see the following product in that category: Goya Cooked Ham 16 ","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_6,QID9_6,Product Preferences - Pricing,MC,pricing,"[""QID9_6""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Snacks - Potato Chips. Suppose you are in a grocery store, and you see the following product in that category: Lay's Classic Potato ","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_7,QID9_7,Product Preferences - Pricing,MC,pricing,"[""QID9_7""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Bottled Water. Suppose you are in a grocery store, and you see the following product in that category: OZARKA Brand 100% Natural Spr","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_8,QID9_8,Product Preferences - Pricing,MC,pricing,"[""QID9_8""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Pet Supplies - Dog Food. Suppose you are in a grocery store, and you see the following product in that category: Purina Dog Chow Com","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_9,QID9_9,Product Preferences - Pricing,MC,pricing,"[""QID9_9""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Fresh Fruit. Suppose you are in a grocery store, and you see the following product in that category: Fresh Raspberries, 12 oz Contai","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Proportion dominance 1A::QID174,QID174,Proportion dominance 1A,MC,other,"[""QID174""]",1,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,Imagine that highway safety experts have determined that a substantial number of people are at risk of dying in a type of automobile fire. A requirement that every car have a built,Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
Proportion dominance 1B::QID175,QID175,Proportion dominance 1B,MC,other,"[""QID175""]",1,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,Imagine that highway safety experts have determined that a substantial number of people are at risk of dying in a type of automobile fire. A requirement that every car have a built,Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
Proportion dominance 1C::QID176,QID176,Proportion dominance 1C,MC,other,"[""QID176""]",1,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,Imagine that highway safety experts have determined that a substantial number of people are at risk of dying in a type of automobile fire. A requirement that every car have a built,Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
Proportion dominance 2A::QID177,QID177,Proportion dominance 2A,MC,other,"[""QID177""]",1,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,"You have recently graduated from university, obtained a good job, and are buying a new car. A newly designed seatbelt has just become available that would save the lives of the 500",Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
Proportion dominance 2B::QID178,QID178,Proportion dominance 2B,MC,other,"[""QID178""]",1,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,"You have recently graduated from university, obtained a good job, and are buying a new car. A newly designed seatbelt has just become available that would save the lives of 98% of ",Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
Proportion dominance 2C::QID179,QID179,Proportion dominance 2C,MC,other,"[""QID179""]",1,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,"You have recently graduated from university, obtained a good job, and are buying a new car. A newly designed seatbelt has just become available that would save the lives of 95% of ",Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
Sunk cost - no::QID181,QID181,Sunk cost - no,TE,other,"[""QID181_TEXT""]",1,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,"Imagine that Coffee Connection sells coffee for $1.50 per cup. Java Coffee, a competitor, sells coffee for just $2.00 per cup. Although the Coffee Connection store is ten minutes a",Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
Sunk cost - yes::QID182,QID182,Sunk cost - yes,TE,other,"[""QID182_TEXT""]",1,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,"Imagine that you just paid $50 for a Coffee Connection discount card that allows you to buy coffee for 50% off the regular price of $3.00 (i.e., you pay $1.50). Soon after you purc",Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
WTA/WTP Thaler - WTP noncertainty::QID191,QID191,WTA/WTP Thaler - WTP noncertainty,MC,other,"[""QID191""]",1,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,"Imagine that when you went to the movies last week, you were inadvertently exposed to a rare and fatal virus. The possibility of actually contracting the disease is 4 in 1,000, but",Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
WTA/WTP Thaler problem - WTA certainty::QID190,QID190,WTA/WTP Thaler problem - WTA certainty,MC,other,"[""QID190""]",1,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,Imagine that a group of research scientists in the School of Medicine are running a laboratory experiment on a vaccine for a rare and fatal virus. The possibility of actually contr,Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
WTA/WTP Thaler problem - WTP certainty::QID189,QID189,WTA/WTP Thaler problem - WTP certainty,MC,other,"[""QID189""]",1,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,"Imagine that when you went to the movies last week, you were inadvertently exposed to a rare and fatal virus. The possibility of actually contracting the disease is 1 in 1,000, but",Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
